elapsed_min,day_index,vehicle_count,avg_speed,vehicle_density,ir_lane1,ir_lane2,ir_lane3,ir_lane4,ir_active_lanes,minute_of_hour,hour_sin,hour_cos,vehicle_count_lag1,vehicle_count_lag5,vehicle_count_mean5m,vehicle_count_mean15m,avg_speed_lag1,avg_speed_lag5,avg_speed_mean5m,avg_speed_mean15m,vehicle_density_lag1,vehicle_density_lag5,vehicle_density_mean5m,vehicle_density_mean15m,ir_active_lanes_lag1,ir_active_lanes_lag5,ir_active_lanes_mean5m,ir_active_lanes_mean15m,target_bottleneck,target_level,naive_current_bottleneck
2264,1,86,38.2,67,0,1,1,0,2,44,-0.5591929034707466,0.8290375725550418,158.0,56.0,119.4,121.33333333333333,33.3,33.0,39.92,37.94666666666667,75.0,73.0,58.8,59.93333333333333,2.0,2.0,2.0,2.0,1,2,1
2265,1,139,38.9,77,1,0,1,0,2,45,-0.555570233019603,0.8314696123025448,86.0,68.0,133.6,124.46666666666667,38.2,43.2,39.059999999999995,39.019999999999996,67.0,49.0,64.4,62.666666666666664,2.0,2.0,2.0,2.066666666666667,1,3,1
2266,1,108,37.8,59,0,0,0,1,1,46,-0.5519369853120584,0.833885822067168,139.0,93.0,136.6,124.46666666666667,38.9,38.1,39.0,38.38666666666667,77.0,61.0,64.0,60.8,2.0,2.0,1.8,2.0,1,2,0
2267,1,98,41.1,38,1,1,1,1,4,47,-0.5482932295199135,0.8362861558477597,108.0,192.0,117.8,122.93333333333334,37.8,46.8,37.86,38.45333333333333,59.0,42.0,63.2,59.666666666666664,1.0,2.0,2.2,2.066666666666667,0,1,0
2268,1,143,27.1,82,1,1,0,1,3,48,-0.544639035015027,0.838670567945424,98.0,158.0,114.8,127.33333333333333,41.1,33.3,36.62,37.266666666666666,38.0,75.0,64.6,60.6,4.0,2.0,2.4,2.1333333333333333,0,0,1
2269,1,135,35.4,75,1,1,0,0,2,49,-0.540974471367994,0.8410390129643923,143.0,86.0,124.6,123.6,27.1,38.2,36.06,36.53333333333333,82.0,67.0,66.2,62.666666666666664,3.0,2.0,2.4,2.066666666666667,1,2,1
2270,1,137,23.1,74,0,0,1,1,2,50,-0.537299608346825,0.8433914458128849,135.0,139.0,124.2,122.06666666666666,35.4,38.9,32.9,35.593333333333334,75.0,77.0,65.6,64.13333333333334,2.0,2.0,2.4,2.066666666666667,1,2,1
2271,1,66,31.5,74,0,0,1,0,1,51,-0.5336145159156107,0.8457278217039738,137.0,108.0,115.8,115.0,23.1,37.8,31.639999999999997,35.32666666666667,74.0,59.0,68.6,64.06666666666666,2.0,1.0,2.4,2.1333333333333333,0,1,1
2272,1,195,34.6,36,0,1,0,1,2,52,-0.529919264233205,0.8480480961564258,66.0,98.0,135.2,123.13333333333334,31.5,41.1,30.340000000000003,35.440000000000005,74.0,38.0,68.2,62.06666666666667,1.0,4.0,2.0,2.1333333333333333,1,3,0
2273,1,104,39.6,38,0,0,0,1,1,53,-0.5262139236518699,0.8503522249955626,195.0,143.0,127.4,118.53333333333333,34.6,27.1,32.839999999999996,36.11333333333334,36.0,82.0,59.4,61.333333333333336,2.0,3.0,1.6,2.0,1,2,0
2274,1,164,48.5,82,0,0,1,1,2,54,-0.5224985647159495,0.8526401643540918,104.0,135.0,133.2,125.73333333333333,39.6,35.4,35.46,37.14666666666667,38.0,75.0,60.8,61.93333333333333,1.0,2.0,1.6,2.0,1,3,1
2275,1,114,38.0,84,1,0,1,1,3,55,-0.5187732581605216,0.8549118706729466,164.0,137.0,128.6,128.8,48.5,23.1,38.44,36.8,82.0,74.0,62.8,64.26666666666667,2.0,2.0,1.8,2.066666666666667,1,3,1
2276,1,52,42.3,51,1,1,0,1,3,56,-0.5150380749100537,0.8571673007021126,114.0,66.0,125.8,126.06666666666666,38.0,31.5,40.6,37.08,84.0,74.0,58.2,63.6,3.0,1.0,2.2,2.1333333333333333,0,1,0
2277,1,95,35.2,84,1,0,1,1,3,57,-0.5112930860770526,0.8594064115014524,52.0,195.0,105.8,119.6,42.3,34.6,40.720000000000006,36.306666666666665,51.0,36.0,67.8,66.4,3.0,2.0,2.4,2.2,1,2,1
2278,1,142,39.0,83,0,1,0,0,1,58,-0.5075383629607049,0.8616291604415253,95.0,104.0,113.4,118.53333333333333,35.2,39.6,40.6,36.68666666666666,84.0,38.0,76.8,66.93333333333334,3.0,1.0,2.4,2.1333333333333333,1,3,1
2279,1,114,22.1,82,0,0,1,0,1,59,-0.5037739770455265,0.8638355052043956,142.0,164.0,103.4,120.4,39.0,48.5,35.32,35.61333333333333,83.0,82.0,76.8,67.93333333333334,1.0,2.0,2.2,2.066666666666667,0,1,1
2280,1,157,27.6,85,0,1,0,0,1,0,-0.5000000000000004,0.8660254037844384,114.0,114.0,112.0,121.6,22.1,38.0,33.24,34.86,82.0,84.0,77.0,68.46666666666667,1.0,3.0,1.8,2.0,1,2,1
2281,1,161,30.9,36,0,0,1,0,1,1,-0.49621650367520814,0.8681988144891423,157.0,52.0,133.8,125.13333333333334,27.6,42.3,30.96,34.4,85.0,51.0,74.0,66.93333333333334,1.0,3.0,1.4,2.0,0,0,0
2282,1,110,34.2,69,1,0,0,0,1,2,-0.4924235601034665,0.8703556959399,161.0,95.0,136.8,125.93333333333334,30.9,35.2,30.76,33.940000000000005,36.0,84.0,71.0,69.0,1.0,3.0,1.0,1.8,1,3,1
2283,1,59,21.4,87,1,1,1,1,4,3,-0.48862124149695535,0.8724960070727968,110.0,142.0,120.2,120.33333333333333,34.2,39.0,27.24,33.559999999999995,69.0,83.0,71.8,69.33333333333333,1.0,1.0,1.6,1.8666666666666667,1,2,1
2284,1,188,24.2,43,1,0,0,0,1,4,-0.48480962024633767,0.8746197071393954,59.0,114.0,135.0,123.86666666666666,21.4,22.1,27.660000000000004,32.81333333333333,87.0,82.0,64.0,67.2,4.0,1.0,1.6,1.8,0,1,0
2285,1,191,28.3,60,1,1,1,1,4,5,-0.48098876891938774,0.8767267557075077,188.0,157.0,141.8,127.46666666666667,24.2,27.6,27.8,33.160000000000004,43.0,85.0,59.0,66.26666666666667,1.0,1.0,2.2,1.9333333333333333,0,1,1
2286,1,194,49.1,37,1,1,0,0,2,6,-0.47715876025960796,0.8788171126619656,191.0,161.0,148.4,136.0,28.3,30.9,31.439999999999998,34.333333333333336,60.0,36.0,59.2,63.8,4.0,1.0,2.4,2.0,0,1,0
2287,1,71,29.9,85,1,1,0,1,3,7,-0.4733196671848432,0.8808907382053857,194.0,110.0,140.6,127.73333333333333,49.1,34.2,30.580000000000002,34.02,37.0,69.0,62.4,67.06666666666666,2.0,1.0,2.8,2.066666666666667,0,1,1
2288,1,61,34.5,62,1,0,0,0,1,8,-0.4694715627858916,0.8829475928589265,71.0,59.0,141.0,124.86666666666666,29.9,21.4,33.2,33.68,85.0,87.0,57.4,68.66666666666667,3.0,4.0,2.2,2.066666666666667,1,2,1
2289,1,183,25.9,47,1,0,1,0,2,9,-0.46561452032511247,0.8849876374630413,61.0,188.0,140.0,126.13333333333334,34.5,24.2,33.540000000000006,32.17333333333333,62.0,43.0,58.2,66.33333333333333,1.0,1.0,2.4,2.066666666666667,0,1,0
2290,1,91,38.3,38,1,0,1,0,2,10,-0.46174861323503363,0.8870108331782218,183.0,191.0,120.0,124.6,25.9,28.3,35.54,32.193333333333335,47.0,60.0,53.8,63.266666666666666,2.0,4.0,2.0,2.0,1,3,0
2291,1,193,28.4,38,1,0,1,1,3,11,-0.45787391511695674,0.8890171414857364,91.0,194.0,119.8,134.0,38.3,49.1,31.4,31.266666666666666,38.0,37.0,54.0,62.4,2.0,2.0,2.2,2.0,1,3,0
2292,1,72,26.2,39,0,1,1,1,3,12,-0.45399049973954697,0.8910065241883678,193.0,71.0,120.0,132.46666666666667,28.4,29.9,30.659999999999997,30.666666666666668,38.0,85.0,44.8,59.4,3.0,3.0,2.2,2.0,1,2,0
2293,1,132,35.5,76,1,1,1,1,4,13,-0.45009844103743624,0.8929789434111364,72.0,61.0,134.2,131.8,26.2,34.5,30.860000000000003,30.433333333333334,39.0,62.0,47.6,58.93333333333333,3.0,1.0,2.8,2.2,1,2,1
2294,1,108,20.2,41,0,0,0,0,0,14,-0.4461978131098095,0.8949343616020247,132.0,183.0,119.2,131.4,35.5,25.9,29.72,30.30666666666667,76.0,47.0,46.4,56.2,4.0,2.0,2.4,2.1333333333333333,0,1,0
2295,1,50,20.2,79,1,1,0,1,3,15,-0.4422886902190014,0.8968727415326883,108.0,91.0,111.0,124.26666666666667,20.2,38.3,26.1,29.813333333333333,41.0,38.0,54.6,55.8,0.0,2.0,2.6,2.2666666666666666,1,2,1
2296,1,71,26.6,88,0,1,1,0,2,16,-0.4383711467890778,0.8987940462991668,50.0,193.0,86.6,118.26666666666667,20.2,28.4,25.74,29.526666666666667,79.0,38.0,64.6,59.266666666666666,3.0,3.0,2.4,2.3333333333333335,1,2,1
2297,1,116,21.1,45,1,1,1,1,4,17,-0.4344452574044169,0.900698239322588,71.0,72.0,95.4,118.66666666666667,26.6,26.2,24.72,28.65333333333333,88.0,39.0,65.8,57.666666666666664,2.0,3.0,2.6,2.533333333333333,0,0,1
2298,1,51,23.2,49,0,0,0,0,0,18,-0.43051109680829525,0.9025852843498606,116.0,132.0,79.2,118.13333333333334,21.1,35.5,22.259999999999998,28.773333333333333,45.0,76.0,60.4,55.13333333333333,4.0,4.0,1.8,2.2666666666666666,0,1,1
2299,1,100,30.2,31,1,1,1,1,4,19,-0.4265687399014579,0.9044551454543682,51.0,108.0,77.6,112.26666666666667,23.2,20.2,24.259999999999998,29.173333333333336,49.0,41.0,58.4,54.333333333333336,0.0,0.0,2.6,2.466666666666667,1,2,0
2300,1,156,44.1,71,0,0,0,0,0,20,-0.4226182617407,0.9063077870366497,100.0,50.0,98.8,109.93333333333334,30.2,20.2,29.04,30.226666666666667,31.0,79.0,56.8,55.06666666666667,4.0,3.0,2.0,2.2,0,1,1
2301,1,189,37.2,61,0,1,0,0,1,21,-0.4186597375374281,0.9081431738250813,156.0,71.0,122.4,109.6,44.1,26.6,31.160000000000004,29.433333333333334,71.0,88.0,51.4,56.666666666666664,0.0,2.0,1.8,2.1333333333333333,0,1,1
2302,1,89,35.4,30,1,1,1,0,3,22,-0.4146932426562393,0.9099612708765431,189.0,116.0,117.0,110.8,37.2,21.1,34.02,29.8,61.0,45.0,48.4,53.0,1.0,4.0,1.6,2.1333333333333333,0,1,0
2303,1,50,28.8,30,0,1,1,1,3,23,-0.4107188526134778,0.9117620435770883,89.0,51.0,116.8,110.06666666666666,35.4,23.2,35.14,29.42,30.0,49.0,44.6,50.86666666666667,3.0,0.0,2.2,2.2666666666666666,1,2,0
2304,1,183,48.0,89,0,1,0,0,1,24,-0.40673664307580015,0.9135454576426009,50.0,100.0,133.4,110.06666666666666,28.8,30.2,38.7,30.893333333333334,30.0,31.0,56.2,53.666666666666664,3.0,4.0,1.6,2.2,1,2,1
2305,1,101,31.9,31,0,1,0,0,1,25,-0.40274668985873663,0.9153114791194474,183.0,156.0,122.4,110.73333333333333,48.0,44.1,36.260000000000005,30.466666666666665,89.0,71.0,48.2,53.2,1.0,0.0,1.8,2.1333333333333333,1,2,0
2306,1,55,22.6,34,1,0,1,0,2,26,-0.39874906892524664,0.9170600743851238,101.0,189.0,95.6,101.53333333333333,31.9,37.2,33.339999999999996,30.080000000000002,31.0,61.0,42.8,52.93333333333333,1.0,1.0,2.0,2.066666666666667,0,1,0
2307,1,127,38.5,59,1,1,0,1,3,27,-0.39474385638426795,0.918791210148898,55.0,89.0,103.2,105.2,22.6,35.4,33.96,30.9,34.0,30.0,48.6,54.266666666666666,2.0,3.0,2.0,2.066666666666667,0,1,0
2308,1,137,23.4,49,1,1,1,0,3,28,-0.3907311284892739,0.9205048534524403,127.0,50.0,120.6,105.53333333333333,38.5,28.8,32.88,30.09333333333333,59.0,30.0,52.4,52.46666666666667,3.0,3.0,2.0,2.0,1,2,1
2309,1,141,30.4,55,1,1,1,0,3,29,-0.38671096163682017,0.922200971670452,137.0,183.0,112.2,107.73333333333333,23.4,48.0,29.360000000000003,30.773333333333333,49.0,89.0,45.6,53.4,3.0,1.0,2.4,2.2,0,1,1
2310,1,163,35.2,62,0,1,0,1,2,30,-0.38268343236508956,0.9238795325112868,141.0,101.0,124.6,115.26666666666667,30.4,31.9,30.02,31.773333333333333,55.0,31.0,51.8,52.266666666666666,3.0,1.0,2.6,2.1333333333333333,1,2,1
2311,1,156,46.2,58,1,1,1,1,4,31,-0.3786486173524339,0.925540504017566,163.0,55.0,144.8,120.93333333333334,35.2,22.6,34.739999999999995,33.08,62.0,34.0,56.6,50.266666666666666,2.0,2.0,3.0,2.2666666666666666,0,1,0
2312,1,140,34.8,48,1,0,0,1,2,32,-0.37460659341591235,0.9271838545667873,156.0,127.0,147.4,122.53333333333333,46.2,38.5,34.0,33.99333333333333,58.0,59.0,54.4,50.46666666666667,4.0,3.0,2.8,2.1333333333333333,0,1,0
2313,1,197,41.1,75,0,1,0,0,1,33,-0.3705574375098368,0.928809552871924,140.0,137.0,159.4,132.26666666666668,34.8,23.4,37.54,35.18666666666666,48.0,49.0,59.6,52.2,2.0,3.0,2.4,2.2,0,1,1
2314,1,116,49.8,58,0,1,1,0,2,34,-0.36650122672429725,0.9304175679820246,197.0,141.0,154.4,133.33333333333334,41.1,30.4,41.42,36.49333333333333,75.0,55.0,60.2,54.0,1.0,3.0,2.2,2.066666666666667,0,1,0
2315,1,120,23.9,67,0,1,1,1,3,35,-0.36243803828370186,0.9320078692827984,116.0,163.0,145.8,130.93333333333334,49.8,35.2,39.160000000000004,35.14666666666667,58.0,62.0,61.2,53.733333333333334,2.0,2.0,2.4,2.2666666666666666,1,2,1
2316,1,165,28.2,33,1,0,1,1,3,36,-0.35836794954529994,0.9335804264972019,120.0,156.0,147.6,129.33333333333334,23.9,46.2,35.56,34.54666666666666,67.0,58.0,56.2,51.86666666666667,3.0,4.0,2.2,2.4,1,2,0
2317,1,140,31.8,34,1,1,1,1,4,37,-0.3542910379977166,0.9351352096860114,165.0,140.0,147.6,132.73333333333332,28.2,34.8,34.96,34.306666666666665,33.0,48.0,53.4,52.13333333333333,3.0,2.0,2.6,2.466666666666667,0,1,0
2318,1,62,32.7,41,0,0,0,1,1,38,-0.35020738125946765,0.9366721892483976,140.0,197.0,120.6,133.53333333333333,31.8,41.1,33.28,34.56666666666667,34.0,75.0,46.6,52.86666666666667,4.0,1.0,2.6,2.3333333333333335,0,1,0
2319,1,69,32.3,40,0,1,0,1,2,39,-0.3461170570774934,0.9381913359224839,62.0,116.0,111.2,125.93333333333334,32.7,49.8,29.779999999999994,33.519999999999996,41.0,58.0,43.0,49.6,1.0,2.0,2.6,2.4,0,0,0
2320,1,58,47.2,90,1,0,1,0,2,40,-0.3420201433256686,0.9396926207859084,69.0,120.0,98.8,123.06666666666666,32.3,23.9,34.44,34.54,40.0,67.0,47.6,53.53333333333333,2.0,3.0,2.4,2.466666666666667,0,0,1
2321,1,87,41.4,75,0,1,0,0,1,41,-0.3379167180033271,0.9411760152563706,58.0,165.0,83.2,125.2,47.2,28.2,37.08,35.79333333333333,90.0,33.0,56.0,56.266666666666666,2.0,3.0,2.0,2.4,1,2,1
2322,1,164,38.2,57,1,0,0,1,2,42,-0.3338068592337721,0.942641491092178,87.0,140.0,88.0,127.66666666666667,41.4,31.8,38.36,35.77333333333333,75.0,34.0,60.6,56.13333333333333,1.0,4.0,1.6,2.3333333333333335,1,3,0
2323,1,132,29.3,42,1,1,0,0,2,43,-0.3296906452627879,0.944089020392784,164.0,62.0,102.0,127.33333333333333,38.2,32.7,37.68,36.166666666666664,57.0,41.0,60.8,55.666666666666664,2.0,1.0,1.8,2.2666666666666666,0,1,0
2324,1,134,44.7,30,1,1,0,0,2,44,-0.3255681544571567,0.9455185755993168,132.0,69.0,115.0,126.86666666666666,29.3,32.3,40.160000000000004,37.120000000000005,42.0,40.0,58.8,54.0,2.0,2.0,1.8,2.2,1,2,0
2325,1,63,48.7,32,0,0,0,0,0,45,-0.32143946530316186,0.9469301294951056,134.0,58.0,116.0,120.2,44.7,47.2,40.46,38.019999999999996,30.0,90.0,47.2,52.0,2.0,2.0,1.4,2.066666666666667,0,1,0
2326,1,90,44.6,89,0,1,1,0,2,46,-0.3173046564050927,0.9483236552061991,63.0,87.0,116.6,115.8,48.7,41.4,41.10000000000001,37.91333333333333,32.0,75.0,50.0,54.06666666666667,0.0,1.0,1.6,1.9333333333333333,1,3,1
2327,1,179,20.0,68,0,0,0,0,0,47,-0.31316380648374953,0.949699126201877,90.0,164.0,119.6,118.4,44.6,38.2,37.46,36.92666666666666,89.0,57.0,52.2,55.4,2.0,2.0,1.2,1.8,0,0,1
2328,1,161,39.1,44,1,1,1,0,3,48,-0.3090169943749468,0.9510565162951538,179.0,132.0,125.4,116.0,20.0,29.3,39.42,36.79333333333333,68.0,42.0,52.6,53.333333333333336,0.0,2.0,1.4,1.9333333333333333,1,2,0
2329,1,135,21.5,50,1,1,1,0,3,49,-0.30486429902801127,0.9523957996432783,161.0,134.0,125.6,117.26666666666667,39.1,44.7,34.78,34.906666666666666,44.0,30.0,56.6,52.8,3.0,2.0,1.6,2.0,0,1,1
2330,1,199,27.7,35,0,0,0,0,0,50,-0.30070579950427384,0.9537169507482267,135.0,63.0,152.8,122.53333333333333,21.5,48.7,30.580000000000002,35.160000000000004,50.0,32.0,57.2,50.666666666666664,3.0,0.0,1.6,1.8,0,1,0
2331,1,113,21.8,89,0,1,1,0,2,51,-0.2965415749755711,0.9550199444571866,199.0,90.0,157.4,119.06666666666666,27.7,44.6,26.020000000000003,34.733333333333334,35.0,89.0,57.2,54.4,0.0,2.0,1.6,1.7333333333333334,1,2,1
2332,1,111,38.1,34,1,1,0,0,2,52,-0.29237170472273627,0.9563047559630357,113.0,179.0,143.8,117.13333333333334,21.8,20.0,29.640000000000004,35.153333333333336,89.0,68.0,50.4,54.4,2.0,0.0,2.0,1.6,1,3,0
2333,1,161,40.6,73,0,1,0,0,1,53,-0.28819626813408916,0.9575713608048145,111.0,161.0,143.8,123.73333333333333,38.1,39.1,29.939999999999998,35.68,34.0,44.0,56.2,56.53333333333333,2.0,3.0,1.6,1.6,1,2,1
2334,1,136,23.4,39,1,0,1,1,3,54,-0.28401534470392353,0.9588197348681927,161.0,135.0,144.0,128.2,40.6,21.5,30.32,35.08666666666667,73.0,50.0,54.0,56.46666666666667,1.0,3.0,1.6,1.6666666666666667,1,2,0
2335,1,165,31.5,43,1,1,0,1,3,55,-0.2798290140309924,0.9600498543859286,136.0,199.0,137.2,135.33333333333334,23.4,27.7,31.080000000000002,34.04,39.0,35.0,55.6,53.333333333333336,3.0,0.0,2.2,1.7333333333333334,0,1,0
2336,1,118,33.7,76,1,0,1,1,3,56,-0.2756373558169998,0.9612616959383187,165.0,113.0,138.2,137.4,31.5,21.8,33.46,33.52666666666667,43.0,89.0,53.0,53.4,3.0,2.0,2.4,1.8666666666666667,0,1,1
2337,1,153,31.1,84,0,1,1,1,3,57,-0.27144044986507426,0.9624552364536473,118.0,111.0,146.6,136.66666666666666,33.7,38.1,32.06,33.053333333333335,76.0,34.0,63.0,55.2,3.0,2.0,2.6,1.9333333333333333,1,2,1
2338,1,94,23.6,64,0,1,0,0,1,58,-0.2672383760782571,0.963630453208623,153.0,161.0,133.2,134.13333333333333,31.1,40.6,28.660000000000004,32.67333333333333,84.0,73.0,61.2,56.666666666666664,3.0,1.0,2.6,1.8666666666666667,1,2,1
2339,1,177,32.6,70,0,1,1,1,3,59,-0.26303121445797445,0.964787323828813,94.0,136.0,141.4,137.0,23.6,23.4,30.5,31.866666666666667,64.0,39.0,67.4,59.333333333333336,1.0,3.0,2.6,1.9333333333333333,1,2,1
2340,1,188,42.5,58,1,0,1,0,2,0,-0.25881904510252157,0.9659258262890681,177.0,165.0,146.0,145.33333333333334,32.6,31.5,32.7,31.453333333333333,70.0,43.0,70.4,61.06666666666667,3.0,3.0,2.4,2.066666666666667,0,1,0
2341,1,136,22.1,42,0,0,1,0,1,1,-0.2546019482055278,0.9670459389139431,188.0,118.0,149.6,148.4,42.5,33.7,30.380000000000003,29.953333333333333,58.0,76.0,63.6,57.93333333333333,2.0,3.0,2.0,2.0,0,1,0
2342,1,95,22.4,49,1,1,1,1,4,2,-0.250380004054441,0.9681476403781079,136.0,153.0,138.0,142.8,22.1,31.1,28.639999999999997,30.113333333333337,42.0,84.0,56.6,56.666666666666664,1.0,3.0,2.2,2.2666666666666666,0,1,1
2343,1,129,30.6,55,0,1,1,1,3,3,-0.24615329302899291,0.9692309097067544,95.0,94.0,145.0,140.66666666666666,22.4,23.6,30.040000000000003,29.546666666666667,49.0,64.0,54.8,57.4,4.0,1.0,2.6,2.2666666666666666,0,1,1
2344,1,186,48.3,80,0,1,1,1,3,4,-0.24192189559966787,0.9702957262759965,129.0,177.0,146.8,144.06666666666666,30.6,32.6,33.18,31.333333333333332,55.0,70.0,56.8,59.4,3.0,3.0,2.6,2.2666666666666666,0,1,1
2345,1,51,40.1,51,0,0,1,0,1,5,-0.23768589232617435,0.9713420698132611,186.0,188.0,119.4,134.2,48.3,42.5,32.7,32.160000000000004,80.0,58.0,55.4,60.46666666666667,3.0,2.0,2.4,2.3333333333333335,1,2,0
2346,1,109,40.4,46,0,0,0,1,1,6,-0.23344536385590609,0.9723699203976764,51.0,136.0,114.0,133.93333333333334,40.1,22.1,36.36,33.4,51.0,42.0,56.2,57.6,1.0,1.0,2.4,2.2666666666666666,1,2,0
2347,1,169,30.9,39,0,1,0,1,2,7,-0.22920039092241423,0.9733792584604485,109.0,95.0,128.8,137.8,40.4,22.4,38.06,32.919999999999995,46.0,49.0,54.2,57.93333333333333,1.0,4.0,2.0,2.2666666666666666,0,1,0
2348,1,134,37.8,56,1,1,1,1,4,8,-0.22495105434386534,0.9743700647852351,169.0,129.0,129.8,136.0,30.9,30.6,39.5,32.733333333333334,39.0,55.0,54.4,56.8,2.0,3.0,2.2,2.466666666666667,0,1,0
2349,1,69,20.3,31,1,1,0,1,3,9,-0.2206974350215017,0.9753423205085126,134.0,186.0,106.4,131.53333333333333,37.8,48.3,33.9,32.526666666666664,56.0,80.0,44.6,56.266666666666666,4.0,3.0,2.2,2.466666666666667,0,1,0
2350,1,83,39.1,87,1,1,1,0,3,10,-0.21643961393810288,0.9762960071199334,69.0,51.0,112.8,126.06666666666666,20.3,40.1,33.7,33.03333333333333,31.0,51.0,51.8,59.2,3.0,1.0,2.6,2.466666666666667,1,2,1
2351,1,175,47.4,81,1,0,0,0,1,11,-0.21217767215644567,0.977231106462679,83.0,109.0,126.0,129.86666666666667,39.1,40.4,35.1,33.946666666666665,87.0,46.0,58.8,59.53333333333333,3.0,1.0,2.6,2.3333333333333335,1,2,1
2352,1,88,38.4,47,0,1,1,0,2,12,-0.20791169081775987,0.9781476007338056,175.0,169.0,109.8,125.53333333333333,47.4,30.9,36.6,34.43333333333333,81.0,39.0,60.4,57.06666666666667,1.0,2.0,2.6,2.2666666666666666,0,1,0
2353,1,122,46.2,58,1,1,1,0,3,13,-0.20364175114017827,0.9790454724845837,88.0,134.0,107.4,127.4,38.4,37.8,38.28,35.940000000000005,47.0,56.0,60.8,56.666666666666664,2.0,4.0,2.4,2.4,1,2,0
2354,1,181,41.7,58,0,1,0,1,2,14,-0.19936793441719736,0.9799247046208296,122.0,69.0,129.8,127.66666666666667,46.2,20.3,42.56,36.54666666666667,58.0,31.0,66.2,55.86666666666667,3.0,3.0,2.2,2.3333333333333335,1,3,0
2355,1,50,23.6,72,1,1,1,0,3,15,-0.19509032201612872,0.9807852804032303,181.0,83.0,123.2,118.46666666666667,41.7,39.1,39.46,35.28666666666666,58.0,87.0,63.2,56.8,2.0,3.0,2.2,2.4,1,2,1
2356,1,133,47.1,86,0,1,0,0,1,16,-0.19080899537654467,0.981627183447664,50.0,175.0,114.8,118.26666666666667,23.6,47.4,39.4,36.95333333333334,72.0,81.0,64.2,59.733333333333334,3.0,1.0,2.2,2.4,0,1,1
2357,1,99,22.0,43,0,1,0,0,1,17,-0.18652403600873388,0.9824503977255099,133.0,88.0,117.0,118.53333333333333,47.1,38.4,36.120000000000005,36.92666666666667,86.0,47.0,63.4,59.333333333333336,1.0,2.0,2.0,2.2,1,3,0
2358,1,78,36.0,79,0,1,0,1,2,18,-0.18223552549214783,0.9832549075639545,99.0,122.0,108.2,115.13333333333334,22.0,46.2,34.08,37.28666666666667,43.0,58.0,67.6,60.93333333333333,1.0,3.0,1.8,2.1333333333333333,0,1,1
2359,1,60,24.3,84,1,0,1,0,2,19,-0.17794354547384242,0.9840406976462908,78.0,181.0,84.0,106.73333333333333,36.0,41.7,30.6,35.686666666666675,79.0,58.0,72.8,61.2,2.0,2.0,1.8,2.066666666666667,0,0,1
2360,1,198,20.4,61,1,1,1,1,4,20,-0.1736481776669304,0.984807753012208,60.0,50.0,113.6,116.53333333333333,24.3,23.6,29.959999999999997,34.373333333333335,84.0,72.0,70.6,61.86666666666667,2.0,3.0,2.0,2.2666666666666666,1,3,1
2361,1,126,32.7,54,0,1,0,0,1,21,-0.16934950384902406,0.9855560590580779,198.0,133.0,112.2,117.66666666666667,20.4,47.1,27.080000000000002,33.86,61.0,86.0,64.2,62.4,4.0,1.0,2.0,2.2666666666666666,1,3,0
2362,1,94,28.9,86,1,0,0,0,1,22,-0.16504760586067735,0.9862856015372314,126.0,99.0,111.2,112.66666666666667,32.7,22.0,28.46,33.72666666666667,54.0,43.0,72.8,65.53333333333333,1.0,1.0,2.0,2.2,1,3,1
2363,1,121,34.6,42,0,1,1,0,2,23,-0.16074256560382694,0.9869963665602318,94.0,78.0,119.8,111.8,28.9,36.0,28.18,33.513333333333335,86.0,79.0,65.4,64.6,1.0,2.0,2.0,2.066666666666667,0,1,0
2364,1,180,37.3,32,0,0,1,0,1,24,-0.15643446504023198,0.9876883405951375,121.0,60.0,143.8,119.2,34.6,24.3,30.78,34.64666666666667,42.0,84.0,55.0,64.66666666666667,2.0,2.0,1.8,1.9333333333333333,1,2,0
2365,1,194,21.3,79,0,0,1,0,1,25,-0.15212338618991722,0.9883615104677607,180.0,198.0,143.0,126.6,37.3,20.4,30.96,33.46,32.0,61.0,58.6,64.13333333333334,1.0,4.0,1.2,1.8,1,2,1
2366,1,196,23.7,75,1,1,0,0,2,26,-0.14780941112961052,0.9890158633619168,194.0,126.0,157.0,128.0,21.3,32.7,29.160000000000004,31.880000000000003,79.0,54.0,62.8,63.733333333333334,1.0,1.0,1.4,1.8666666666666667,0,1,1
2367,1,158,36.8,88,0,0,1,1,2,27,-0.14349262199117946,0.9896513868196702,196.0,94.0,169.8,132.66666666666666,23.7,28.9,30.74,31.773333333333333,75.0,86.0,63.2,66.46666666666667,2.0,1.0,1.6,1.8666666666666667,0,0,1
2368,1,66,30.3,50,0,0,0,1,1,28,-0.13917310096006677,0.9902680687415701,158.0,121.0,158.8,128.93333333333334,36.8,34.6,29.880000000000003,30.71333333333333,88.0,42.0,64.8,65.93333333333334,2.0,2.0,1.4,1.7333333333333334,0,1,0
2369,1,50,41.9,67,0,1,1,0,2,29,-0.13485093027372372,0.9908658973868821,66.0,180.0,132.8,120.2,30.3,37.3,30.8,30.726666666666667,50.0,32.0,71.8,66.53333333333333,1.0,1.0,1.6,1.7333333333333334,1,2,1
2370,1,190,39.6,86,0,0,1,1,2,30,-0.13052619222005168,0.9914448613738104,50.0,194.0,132.0,129.53333333333333,41.9,21.3,34.459999999999994,31.793333333333333,67.0,79.0,73.2,67.46666666666667,2.0,1.0,1.8,1.6666666666666667,0,1,1
